company_id,location,company_name,domain,eligibility_branch_wise,eligibility_criteria,profile,skills_required,ctc_lpa,no_of_openings,no_of_students_placed,total_eligible_student,no_of_rounds_company_took,rounds_names,highest_elim_round,highest_elim_count,Conversion %
Com0023,Bangalore,StartCo22,Sales,All Branches,C3,Account Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",5.4,20,10,674,4,"HR,Coding,Technical Interview,Group Discussion",Technical Interview,220,50
Com0024,Hyderabad,CoreCo1,EE,EE,C2,Power Systems Engineer,"Power Systems, Electrical Machines, Circuit Analysis, MATLAB",9.4,5,2,35,2,"Technical Interview,Aptitude",Aptitude,12,40
Com0025,Bangalore,Tech Mahindra,Software,"CSE,CSD,CSE AIML,IT",C1,Data Engineer,"Python, SQL, Machine Learning, Data Analysis",6.8,2,2,355,3,"HR,Coding,Group Discussion",HR,89,100
Com0026,Gurugram,Mphasis,Software,"CSE,CSD,CSE AIML,IT",C2,Backend Engineer,"DSA, Java, Python, SQL, System Design",11.7,15,11,448,5,"Coding,Group Discussion,HR,Aptitude,Technical Interview",Aptitude,217,73.33
Com0027,Gurugram,TechCo14,Software,"CSE,CSD,CSE AIML,IT",C1,ML Engineer,"Python, SQL, Machine Learning, Data Analysis",11.2,4,4,355,4,"Technical Interview,HR,Coding,Group Discussion",Technical Interview,164,100
Com0028,Chennai,CoreCo19,EE,EE,C3,Power Systems Engineer,"Power Systems, Electrical Machines, Circuit Analysis, MATLAB",7,14,3,56,5,"Group Discussion,Coding,Technical Interview,Aptitude,HR",Coding,11,21.43
Com0029,Hyderabad,StartCo85,Sales,All Branches,C2,Inside Sales Associate,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",10,6,5,599,2,"Aptitude,Group Discussion",Group Discussion,339,83.33
Com0030,Bangalore,Udaan,Sales,All Branches,C2,Business Development Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",11.3,14,13,599,3,"Coding,Group Discussion,HR",HR,311,92.86
Com0031,Gurugram,NTPC,EE,EE,C3,Control Systems Engineer,"Power Systems, Electrical Machines, Circuit Analysis, MATLAB",4.1,17,15,56,2,"Coding,Technical Interview",Technical Interview,9,88.24
Com0032,Chennai,TechCo6,Software,"CSE,CSD,CSE AIML,IT",C2,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",11.1,15,11,448,5,"Coding,Group Discussion,Technical Interview,Aptitude,HR",Coding,178,73.33
Com0033,Noida,StartCo8,Sales,All Branches,C1,Inside Sales Associate,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",12.1,5,5,426,4,"Group Discussion,Aptitude,Coding,HR",Aptitude,114,100
Com0034,Pune,BookMyShow,EdTech,All Branches,C3,Learning Consultant,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",4.8,17,5,674,2,"Technical Interview,HR",HR,386,29.41
Com0035,Gurugram,TechCo19,Software,"CSE,CSD,CSE AIML,IT",C3,Full Stack Developer,"JavaScript, React, Node.js, HTML/CSS, REST APIs",5.6,18,3,488,3,"Aptitude,Coding,Technical Interview",Coding,227,16.67
Com0036,Chennai,Bharat Heavy Electricals Ltd,EC,EC,C2,VLSI Design Engineer,"VLSI, Embedded C, Digital Electronics, MATLAB",4.8,9,6,29,4,"Coding,Aptitude,Group Discussion,HR",Group Discussion,10,66.67
Com0037,Bangalore,StartCo77,Finance,All Branches,C1,Equity Research Analyst,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",8.2,2,1,426,3,"Coding,Aptitude,HR",Aptitude,236,50
Com0038,Pune,Vedantu,Sales,All Branches,C3,Account Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",4.6,17,12,674,4,"Coding,Group Discussion,Technical Interview,HR",Group Discussion,231,70.59
Com0039,Chennai,PhonePe,EdTech,All Branches,C3,Education Sales Associate,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",3.7,12,12,674,3,"Technical Interview,Coding,Aptitude",Technical Interview,140,100
Com0040,Pune,StartCo43,EdTech,All Branches,C2,Education Sales Associate,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",10.2,6,1,599,5,"Aptitude,Coding,HR,Technical Interview,Group Discussion",Technical Interview,210,16.67
Com0041,Gurugram,TechCo21,Software,"CSE,CSD,CSE AIML,IT",C3,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",6.8,20,1,488,2,"HR,Coding",HR,255,5
Com0042,Noida,TechCo41,Software,"CSE,CSD,CSE AIML,IT",C2,Frontend Engineer,"JavaScript, React, Node.js, HTML/CSS, REST APIs",10.8,6,2,448,4,"HR,Technical Interview,Coding,Aptitude",Technical Interview,124,33.33
Com0043,Gurugram,StartCo88,Finance,All Branches,C3,Tax Associate,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",6.6,18,7,674,4,"Coding,Aptitude,Technical Interview,Group Discussion",Aptitude,254,38.89
Com0044,Hyderabad,StartCo101,Sales,All Branches,C1,Inside Sales Associate,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",15.4,3,2,426,2,"Coding,Technical Interview",Technical Interview,101,66.67
Com0045,Gurugram,CoreCo14,ME,ME,C3,Design Engineer,"CAD, SolidWorks, Thermodynamics, Manufacturing Processes",3.6,11,6,37,2,"HR,Coding",Coding,10,54.55
Com0046,Chennai,NIIT Technologies,Software,"CSE,CSD,CSE AIML,IT",C3,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",3.6,15,8,488,4,"Group Discussion,Technical Interview,HR,Coding",Technical Interview,140,53.33
Com0047,Noida,StartCo59,Finance,All Branches,C2,Tax Associate,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",11.2,8,2,599,5,"Technical Interview,Coding,Aptitude,Group Discussion,HR",Group Discussion,209,25
Com0048,Pune,StartCo92,Finance,All Branches,C2,Equity Research Analyst,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",7.2,6,2,599,2,"Coding,Aptitude",Aptitude,269,33.33
Com0049,Gurugram,CoreCo3,ME,ME,C3,Design Engineer,"CAD, SolidWorks, Thermodynamics, Manufacturing Processes",6.6,13,7,37,4,"HR,Technical Interview,Group Discussion,Coding",Group Discussion,10,53.85
Com0050,Hyderabad,TechCo33,Software,"CSE,CSD,CSE AIML,IT",C2,Backend Engineer,"DSA, Java, Python, SQL, System Design",6.2,12,9,448,5,"Aptitude,HR,Coding,Technical Interview,Group Discussion",HR,127,75
Com0051,Pune,TechCo29,Software,"CSE,CSD,CSE AIML,IT",C2,ML Engineer,"Python, SQL, Machine Learning, Data Analysis",8,5,1,448,2,"Coding,Group Discussion",Group Discussion,261,20
Com0052,Noida,Swiggy,Sales,All Branches,C3,Account Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",6.8,20,17,674,5,"Coding,Technical Interview,Group Discussion,HR,Aptitude",Aptitude,271,85
Com0053,Noida,StartCo12,EdTech,All Branches,C3,Instructional Designer,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",4.9,16,4,674,4,"Group Discussion,HR,Coding,Aptitude",Group Discussion,335,25
Com0054,Noida,TechCo36,Software,"CSE,CSD,CSE AIML,IT",C1,ML Engineer,"Python, SQL, Machine Learning, Data Analysis",12,3,2,355,4,"Group Discussion,HR,Aptitude,Coding",Coding,124,66.67
Com0055,Bangalore,StartCo35,Finance,All Branches,C2,Risk Analyst,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",7.1,13,1,599,5,"HR,Group Discussion,Technical Interview,Coding,Aptitude",Technical Interview,166,7.69
Com0056,Pune,TechCo44,Software,"CSE,CSD,CSE AIML,IT",C2,Data Engineer,"Python, SQL, Machine Learning, Data Analysis",6.9,7,7,448,2,"Technical Interview,Group Discussion",Technical Interview,235,100
Com0057,Bangalore,StartCo4,EdTech,All Branches,C1,Content Developer,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",15.3,4,1,426,3,"Coding,Technical Interview,Group Discussion",Technical Interview,183,25
Com0058,Bangalore,StartCo1,Sales,All Branches,C2,Account Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",5.4,6,3,599,4,"Aptitude,Group Discussion,Technical Interview,Coding",Technical Interview,263,50
Com0059,Chennai,StartCo86,Finance,All Branches,C3,Tax Associate,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",5.9,15,7,674,4,"HR,Aptitude,Coding,Group Discussion",Aptitude,250,46.67
Com0060,Bangalore,StartCo65,Sales,All Branches,C3,Business Development Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",4.8,19,10,674,5,"Coding,Group Discussion,Technical Interview,Aptitude,HR",Technical Interview,299,52.63
Com0061,Bangalore,StartCo40,Sales,All Branches,C1,Inside Sales Associate,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",16.4,3,3,426,2,"HR,Aptitude",Aptitude,171,100
Com0062,Noida,StartCo28,Finance,All Branches,C2,Equity Research Analyst,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",6.8,11,4,599,2,"Technical Interview,HR",HR,348,36.36
Com0063,Gurugram,CoreCo13,EC,EC,C2,Electronics Engineer,"VLSI, Embedded C, Digital Electronics, MATLAB",6,11,7,29,5,"HR,Coding,Aptitude,Technical Interview,Group Discussion",Coding,11,63.64
Com0064,Chennai,StartCo19,EdTech,All Branches,C3,Education Sales Associate,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",5.6,19,2,674,4,"Group Discussion,Coding,Aptitude,Technical Interview",Aptitude,388,10.53
Com0065,Bangalore,Tata Projects,EE,EE,C2,Control Systems Engineer,"Power Systems, Electrical Machines, Circuit Analysis, MATLAB",10.8,15,4,30,4,"Technical Interview,Coding,Group Discussion,Aptitude",Aptitude,8,26.67
Com0066,Hyderabad,ShareChat,EdTech,All Branches,C3,Academic Counselor,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",7.1,13,13,674,5,"Group Discussion,HR,Coding,Aptitude,Technical Interview",HR,135,100
Com0067,Pune,TechCo25,Software,"CSE,CSD,CSE AIML,IT",C2,Backend Engineer,"DSA, Java, Python, SQL, System Design",5.4,9,9,448,2,"Group Discussion,Aptitude",Group Discussion,245,100
Com0068,Noida,TechCo30,Software,"CSE,CSD,CSE AIML,IT",C3,Full Stack Developer,"JavaScript, React, Node.js, HTML/CSS, REST APIs",6.4,16,12,488,2,"Group Discussion,Coding",Group Discussion,254,75
Com0069,Noida,TechCo23,Software,"CSE,CSD,CSE AIML,IT",C2,Backend Engineer,"DSA, Java, Python, SQL, System Design",10.6,13,11,448,4,"Group Discussion,Aptitude,HR,Technical Interview",HR,197,84.62
Com0070,Chennai,Byju's,Sales,All Branches,C2,Account Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",5.7,8,7,599,2,"Coding,HR",HR,317,87.5
Com0071,Hyderabad,TechCo59,Software,"CSE,CSD,CSE AIML,IT",C3,Frontend Engineer,"JavaScript, React, Node.js, HTML/CSS, REST APIs",6.5,18,12,488,2,"Technical Interview,Group Discussion",Group Discussion,168,66.67
Com0072,Gurugram,TechCo53,Software,"CSE,CSD,CSE AIML,IT",C3,Frontend Engineer,"JavaScript, React, Node.js, HTML/CSS, REST APIs",7.1,17,12,488,2,"HR,Aptitude",HR,145,70.59
Com0073,Pune,TechCo37,Software,"CSE,CSD,CSE AIML,IT",C2,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",6.5,13,7,448,4,"Aptitude,Coding,Group Discussion,Technical Interview",Aptitude,211,53.85
Com0074,Pune,TechCo7,Software,"CSE,CSD,CSE AIML,IT",C1,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",8.9,3,2,355,3,"Group Discussion,Technical Interview,HR",Technical Interview,191,66.67
Com0075,Chennai,StartCo58,Sales,All Branches,C3,Sales Executive,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",7.6,17,14,674,4,"Group Discussion,Aptitude,HR,Coding",Group Discussion,311,82.35
Com0076,Gurugram,StartCo74,EdTech,All Branches,C3,Academic Counselor,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",6.2,10,1,674,3,"Group Discussion,Coding,Aptitude",GD,296,10
Com0077,Pune,StartCo84,EdTech,All Branches,C2,Instructional Designer,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",4.9,14,2,599,3,"HR,Coding,Technical Interview",Technical Interview,283,14.29
Com0078,Chennai,Bikayi,Sales,All Branches,C2,Business Development Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",5.4,7,3,599,4,"Technical Interview,Coding,Aptitude,Group Discussion",Aptitude,238,42.86
Com0079,Hyderabad,StartCo37,Finance,All Branches,C2,Tax Associate,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",11.4,5,1,599,3,"Aptitude,Group Discussion,HR",Group Discussion,343,20
Com0080,Chennai,Oracle,Software,"CSE,CSD,CSE AIML,IT",C3,ML Engineer,"Python, SQL, Machine Learning, Data Analysis",3.7,19,9,488,4,"Coding,Aptitude,Group Discussion,HR",HR,232,47.37
Com0081,Hyderabad,Unacademy,EdTech,All Branches,C3,Learning Consultant,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",4.3,13,13,674,5,"Group Discussion,Coding,HR,Aptitude,Technical Interview",HR,196,100
Com0082,Bangalore,StartCo69,Finance,All Branches,C3,Investment Banking Analyst,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",4.5,12,1,674,4,"Coding,Group Discussion,Aptitude,HR",HR,340,8.33
Com0083,Hyderabad,TechCo11,Software,"CSE,CSD,CSE AIML,IT",C3,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",6.6,16,7,488,5,"HR,Technical Interview,Aptitude,Group Discussion,Coding",HR,212,43.75
Com0084,Chennai,CoreCo17,ME,ME,C2,Production Engineer,"CAD, SolidWorks, Thermodynamics, Manufacturing Processes",11.7,14,11,20,2,"Aptitude,Technical Interview",Technical Interview,5,78.57
Com0085,Chennai,StartCo13,Sales,All Branches,C2,Account Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",4.3,7,5,599,3,"Technical Interview,Coding,HR",HR,166,71.43
Com0086,Pune,TechCo45,Software,"CSE,CSD,CSE AIML,IT",C3,Data Engineer,"Python, SQL, Machine Learning, Data Analysis",3.7,18,14,488,2,"Technical Interview,Aptitude",Technical Interview,164,77.78
Com0087,Pune,TechCo4,Software,"CSE,CSD,CSE AIML,IT",C2,ML Engineer,"Python, SQL, Machine Learning, Data Analysis",11.2,11,5,448,4,"HR,Technical Interview,Group Discussion,Coding",Coding,168,45.45
Com0088,Pune,StartCo78,EdTech,All Branches,C3,Instructional Designer,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",3.3,18,15,674,3,"Aptitude,Coding,HR",Aptitude,368,83.33
Com0089,Bangalore,StartCo73,Sales,All Branches,C3,Account Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",3.2,11,8,674,4,"HR,Group Discussion,Coding,Technical Interview",HR,221,72.73
Com0090,Hyderabad,StartCo67,Sales,All Branches,C2,Territory Sales Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",5.4,8,5,599,3,"HR,Technical Interview,Group Discussion",Group Discussion,246,62.5
Com0091,Noida,StartCo17,EdTech,All Branches,C3,Instructional Designer,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",4.2,16,3,674,5,"Aptitude,Technical Interview,HR,Coding,Group Discussion",Coding,285,18.75
Com0092,Noida,StartCo93,EdTech,All Branches,C1,Education Sales Associate,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",7.1,3,1,426,5,"Group Discussion,Technical Interview,HR,Aptitude,Coding",Group Discussion,109,33.33
Com0093,Chennai,StartCo64,Finance,All Branches,C1,Financial Analyst,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",18.1,3,1,426,4,"Technical Interview,Aptitude,HR,Group Discussion",Group Discussion,126,33.33
Com0094,Gurugram,TechCo17,Software,"CSE,CSD,CSE AIML,IT",C3,Backend Engineer,"DSA, Java, Python, SQL, System Design",3.1,16,3,488,3,"Coding,Group Discussion,HR",Group Discussion,114,18.75
Com0095,Hyderabad,TechCo35,Software,"CSE,CSD,CSE AIML,IT",C1,ML Engineer,"Python, SQL, Machine Learning, Data Analysis",17.2,4,4,355,4,"HR,Coding,Group Discussion,Aptitude",Group Discussion,119,100
Com0096,Bangalore,CoreCo25,Civil,Civil,C3,Structural Engineer,"AutoCAD, Structural Analysis, STAAD Pro, Construction Management",5.8,17,9,40,5,"Aptitude,Group Discussion,Coding,HR,Technical Interview",HR,7,52.94
Com0097,Bangalore,TechCo15,Software,"CSE,CSD,CSE AIML,IT",C3,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",6.2,20,8,488,3,"Group Discussion,Aptitude,Coding",Aptitude,105,40
Com0098,Noida,TechCo13,Software,"CSE,CSD,CSE AIML,IT",C3,Full Stack Developer,"JavaScript, React, Node.js, HTML/CSS, REST APIs",6.4,12,3,488,4,"Coding,Group Discussion,HR,Aptitude",Coding,149,25
Com0099,Gurugram,TechCo62,Software,"CSE,CSD,CSE AIML,IT",C2,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",7.7,11,2,448,4,"Technical Interview,HR,Group Discussion,Aptitude",Technical Interview,248,18.18
Com0100,Pune,StartCo105,Finance,All Branches,C3,Equity Research Analyst,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",3.2,12,7,674,5,"Technical Interview,HR,Group Discussion,Coding,Aptitude",Aptitude,272,58.33
Com0101,Bangalore,StartCo53,EdTech,All Branches,C3,Learning Consultant,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",6.7,12,2,674,4,"Aptitude,Group Discussion,Technical Interview,HR",Aptitude,387,16.67
Com0102,Hyderabad,Ola,EdTech,All Branches,C1,Content Developer,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",15.7,5,4,426,5,"Technical Interview,HR,Group Discussion,Coding,Aptitude",Technical Interview,199,80
Com0103,Gurugram,StartCo10,EdTech,All Branches,C1,Learning Consultant,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",15.7,2,1,426,3,"Aptitude,Coding,Group Discussion",Group Discussion,196,50
Com0104,Hyderabad,StartCo96,Finance,All Branches,C3,Tax Associate,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",6.8,11,5,674,3,"Group Discussion,HR,Aptitude",Group Discussion,363,45.45
Com0105,Pune,Siemens,ME,ME,C3,Production Engineer,"CAD, SolidWorks, Thermodynamics, Manufacturing Processes",7.3,17,1,37,3,"Coding,Technical Interview,Group Discussion",Technical Interview,11,5.88
Com0106,Gurugram,CoreCo37,EE,EE,C3,Electrical Engineer,"Power Systems, Electrical Machines, Circuit Analysis, MATLAB",6.7,16,16,56,4,"Aptitude,Group Discussion,Coding,Technical Interview",Technical Interview,10,100
Com0107,Gurugram,InMobi,Finance,All Branches,C3,Tax Associate,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",5.8,19,11,674,4,"Group Discussion,HR,Aptitude,Coding",Aptitude,191,57.89
Com0108,Chennai,StartCo23,Sales,All Branches,C2,Territory Sales Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",9.8,7,3,599,5,"Technical Interview,Group Discussion,Aptitude,HR,Coding",Group Discussion,122,42.86
Com0109,Gurugram,TechCo20,Software,"CSE,CSD,CSE AIML,IT",C1,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",17.7,5,4,355,4,"Group Discussion,Coding,Technical Interview,Aptitude",Technical Interview,82,80
Com0110,Bangalore,PharmEasy,Finance,All Branches,C3,Risk Analyst,"Excel, SQL, Financial Modelling, Accounting, PowerBI, Basic Economics",3.8,12,4,674,5,"Aptitude,Group Discussion,Coding,Technical Interview,HR",Group Discussion,155,33.33
Com0111,Bangalore,StartCo71,EdTech,All Branches,C1,Academic Counselor,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",15.5,4,3,426,3,"HR,Aptitude,Group Discussion",Aptitude,199,75
Com0112,Noida,CoreCo24,EE,EE,C3,Electrical Engineer,"Power Systems, Electrical Machines, Circuit Analysis, MATLAB",5.4,18,8,56,4,"Technical Interview,Aptitude,HR,Coding",Aptitude,17,44.44
Com0113,Bangalore,TVS Motor Company,Civil,Civil,C3,Structural Engineer,"AutoCAD, Structural Analysis, STAAD Pro, Construction Management",7.8,17,15,40,2,"Aptitude,HR",Aptitude,14,88.24
Com0114,Pune,CoreCo8,Civil,Civil,C1,Structural Engineer,"AutoCAD, Structural Analysis, STAAD Pro, Construction Management",8.2,3,2,9,4,"Group Discussion,HR,Technical Interview,Aptitude",HR,4,66.67
Com0115,Bangalore,CoreCo18,EC,EC,C2,VLSI Design Engineer,"VLSI, Embedded C, Digital Electronics, MATLAB",7.5,6,2,29,5,"Aptitude,Coding,Group Discussion,Technical Interview,HR",HR,13,33.33
Com0116,Chennai,TechCo51,Software,"CSE,CSD,CSE AIML,IT",C3,QA Engineer,"Selenium, Automation Testing, Java/Python, SDLC",6.3,15,11,488,3,"HR,Group Discussion,Aptitude",HR,261,73.33
Com0117,Pune,StartCo81,EdTech,All Branches,C3,Academic Counselor,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",3.7,10,8,674,2,"HR,Aptitude",HR,136,80
Com0118,Chennai,StartCo50,EdTech,All Branches,C2,Academic Counselor,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",7.1,11,1,599,2,"Coding,Aptitude",Aptitude,211,9.09
Com0119,Noida,Razorpay,EdTech,All Branches,C3,Content Developer,"Content Design, Teaching Skills, Digital Marketing, Data Analysis, Communication",7.1,15,1,674,3,"Group Discussion,HR,Technical Interview",Group Discussion,149,6.67
Com0120,Noida,PolicyBazaar,Sales,All Branches,C1,Sales Executive,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",16.9,4,4,426,4,"Aptitude,HR,Technical Interview,Coding",HR,194,100
Com0121,Noida,StartCo16,Sales,All Branches,C2,Account Manager,"Communication, Negotiation, CRM tools, Presentation Skills, Lead Generation",8.1,8,2,599,4,"HR,Technical Interview,Group Discussion,Aptitude",HR,313,25
Com0122,Noida,Bharat Electronics Ltd,EC,EC,C2,VLSI Design Engineer,"VLSI, Embedded C, Digital Electronics, MATLAB",9.8,8,5,29,2,"Aptitude,Technical Interview",Technical Interview,11,62.5
